,stationId,utc_time,PM2.5,PM10,NO2,CO,O3,SO2
6703,TH4,2018-04-15 00:00:00,,,,,,
6704,ST5,2018-04-15 00:00:00,33.0,35.0,,,,
6705,RB7,2018-04-15 00:00:00,41.0,56.4,31.2,,,
6706,TD5,2018-04-15 00:00:00,54.0,,,,,
6707,CD1,2018-04-15 01:00:00,49.6,54.5,48.0,,,
6708,BL0,2018-04-15 01:00:00,,,,,,
6709,GR4,2018-04-15 01:00:00,46.2,54.9,34.3,,,
6710,MY7,2018-04-15 01:00:00,41.6,47.5,,,,
6711,HV1,2018-04-15 01:00:00,43.2,42.7,26.1,,,
6712,GN3,2018-04-15 01:00:00,48.8,51.4,36.7,,,
6713,GR9,2018-04-15 01:00:00,49.1,54.8,48.4,,,
6714,LW2,2018-04-15 01:00:00,45.6,54.1,52.8,,,
6715,GN0,2018-04-15 01:00:00,51.2,43.8,47.1,,,
6716,KF1,2018-04-15 01:00:00,36.2,41.3,,,,
6717,CD9,2018-04-15 01:00:00,,,79.8,,,
6718,CT3,2018-04-15 01:00:00,,,,,,
6719,CT2,2018-04-15 01:00:00,49.0,,,,,
6720,BX9,2018-04-15 01:00:00,52.0,,,,,
6721,BX1,2018-04-15 01:00:00,,,34.7,,,
6722,TH4,2018-04-15 01:00:00,,,,,,
6723,ST5,2018-04-15 01:00:00,29.0,28.0,,,,
6724,RB7,2018-04-15 01:00:00,50.0,48.4,31.3,,,
6725,TD5,2018-04-15 01:00:00,32.6,,,,,
6726,CD1,2018-04-15 02:00:00,48.1,52.5,41.0,,,
6727,BL0,2018-04-15 02:00:00,,,,,,
6728,GR4,2018-04-15 02:00:00,47.0,53.1,31.0,,,
6729,MY7,2018-04-15 02:00:00,39.0,46.6,,,,
6730,HV1,2018-04-15 02:00:00,46.3,47.1,22.8,,,
6731,GN3,2018-04-15 02:00:00,46.9,49.8,40.2,,,
6732,GR9,2018-04-15 02:00:00,49.1,54.1,44.1,,,
6733,LW2,2018-04-15 02:00:00,48.1,56.3,56.6,,,
6734,GN0,2018-04-15 02:00:00,51.2,44.5,48.1,,,
6735,KF1,2018-04-15 02:00:00,,,,,,
6736,CD9,2018-04-15 02:00:00,43.6,44.8,76.4,,,
6737,CT3,2018-04-15 02:00:00,,,,,,
6738,CT2,2018-04-15 02:00:00,43.0,,,,,
6739,BX9,2018-04-15 02:00:00,47.6,,,,,
6740,BX1,2018-04-15 02:00:00,,,41.1,,,
6741,TH4,2018-04-15 02:00:00,,,,,,
6742,ST5,2018-04-15 02:00:00,28.0,28.0,,,,
6743,RB7,2018-04-15 02:00:00,47.0,47.2,31.2,,,
6744,TD5,2018-04-15 02:00:00,27.3,,,,,
6745,CD1,2018-04-15 03:00:00,50.0,54.4,34.1,,,
6746,BL0,2018-04-15 03:00:00,,48.5,55.8,,,
6747,GR4,2018-04-15 03:00:00,,50.1,,,,
6748,MY7,2018-04-15 03:00:00,45.0,52.0,,,,
6749,HV1,2018-04-15 03:00:00,39.6,39.3,23.4,,,
6750,GN3,2018-04-15 03:00:00,45.8,50.3,41.3,,,
6751,GR9,2018-04-15 03:00:00,47.1,55.0,43.7,,,
6752,LW2,2018-04-15 03:00:00,52.7,53.6,59.4,,,
6753,GN0,2018-04-15 03:00:00,47.3,42.3,49.6,,,
6754,KF1,2018-04-15 03:00:00,36.3,40.7,,,,
6755,CD9,2018-04-15 03:00:00,,,70.1,,,
6756,CT3,2018-04-15 03:00:00,,,,,,
6757,CT2,2018-04-15 03:00:00,53.0,,,,,
6758,BX9,2018-04-15 03:00:00,41.7,,,,,
6759,BX1,2018-04-15 03:00:00,,,49.8,,,
6760,TH4,2018-04-15 03:00:00,,,,,,
6761,ST5,2018-04-15 03:00:00,29.0,28.0,,,,
6762,RB7,2018-04-15 03:00:00,46.0,46.2,32.0,,,
6763,TD5,2018-04-15 03:00:00,24.8,,,,,
6764,CD1,2018-04-15 04:00:00,48.4,50.6,35.2,,,
6765,BL0,2018-04-15 04:00:00,,,,,,
6766,GR4,2018-04-15 04:00:00,40.5,47.7,35.4,,,
6767,MY7,2018-04-15 04:00:00,45.6,49.6,,,,
6768,HV1,2018-04-15 04:00:00,28.2,29.6,27.1,,,
6769,GN3,2018-04-15 04:00:00,47.9,54.4,39.7,,,
6770,GR9,2018-04-15 04:00:00,42.3,51.7,49.0,,,
6771,LW2,2018-04-15 04:00:00,46.6,53.1,57.5,,,
6772,GN0,2018-04-15 04:00:00,50.8,46.1,50.3,,,
6773,KF1,2018-04-15 04:00:00,35.0,39.3,,,,
6774,CD9,2018-04-15 04:00:00,43.1,45.0,68.6,,,
6775,CT3,2018-04-15 04:00:00,,,,,,
6776,CT2,2018-04-15 04:00:00,48.0,,,,,
6777,BX9,2018-04-15 04:00:00,45.5,,,,,
6778,BX1,2018-04-15 04:00:00,,,38.1,,,
6779,TH4,2018-04-15 04:00:00,,,,,,
6780,ST5,2018-04-15 04:00:00,37.0,37.0,,,,
6781,RB7,2018-04-15 04:00:00,44.0,41.0,28.5,,,
6782,TD5,2018-04-15 04:00:00,27.8,,,,,
6783,CD1,2018-04-15 05:00:00,45.3,55.8,36.9,,,
6784,BL0,2018-04-15 05:00:00,,48.5,53.2,,,
6785,GR4,2018-04-15 05:00:00,41.2,46.0,31.5,,,
6786,MY7,2018-04-15 05:00:00,42.9,50.8,,,,
6787,HV1,2018-04-15 05:00:00,31.8,32.3,24.7,,,
6788,GN3,2018-04-15 05:00:00,57.1,64.7,43.9,,,
6789,GR9,2018-04-15 05:00:00,43.0,52.9,47.6,,,
6790,LW2,2018-04-15 05:00:00,43.8,56.5,58.9,,,
6791,GN0,2018-04-15 05:00:00,64.3,57.3,51.7,,,
6792,KF1,2018-04-15 05:00:00,33.9,38.0,,,,
6793,CD9,2018-04-15 05:00:00,,,71.1,,,
6794,CT3,2018-04-15 05:00:00,,,,,,
6795,CT2,2018-04-15 05:00:00,53.0,,,,,
6796,BX9,2018-04-15 05:00:00,47.3,,,,,
6797,BX1,2018-04-15 05:00:00,,,43.3,,,
6798,TH4,2018-04-15 05:00:00,,,,,,
6799,ST5,2018-04-15 05:00:00,39.0,37.0,,,,
6800,RB7,2018-04-15 05:00:00,54.0,56.4,28.8,,,
6801,TD5,2018-04-15 05:00:00,33.5,,,,,
6802,CD1,2018-04-15 06:00:00,47.7,54.6,45.7,,,
6803,BL0,2018-04-15 06:00:00,,50.6,51.4,,,
6804,GR4,2018-04-15 06:00:00,45.2,54.6,40.3,,,
6805,MY7,2018-04-15 06:00:00,42.2,50.5,,,,
6806,HV1,2018-04-15 06:00:00,33.7,33.2,30.7,,,
6807,GN3,2018-04-15 06:00:00,48.6,50.2,43.2,,,
6808,GR9,2018-04-15 06:00:00,43.7,51.7,50.5,,,
6809,LW2,2018-04-15 06:00:00,54.5,63.2,59.3,,,
6810,GN0,2018-04-15 06:00:00,52.6,47.9,45.7,,,
6811,KF1,2018-04-15 06:00:00,,,,,,
6812,CD9,2018-04-15 06:00:00,43.6,46.2,69.7,,,
6813,CT3,2018-04-15 06:00:00,,,,,,
6814,CT2,2018-04-15 06:00:00,53.0,,,,,
6815,BX9,2018-04-15 06:00:00,36.1,,,,,
6816,BX1,2018-04-15 06:00:00,,,38.0,,,
6817,TH4,2018-04-15 06:00:00,,,,,,
6818,ST5,2018-04-15 06:00:00,25.0,32.0,,,,
6819,RB7,2018-04-15 06:00:00,46.0,49.8,22.7,,,
6820,TD5,2018-04-15 06:00:00,28.6,,,,,
6821,CD1,2018-04-15 07:00:00,49.9,54.1,47.3,,,
6822,BL0,2018-04-15 07:00:00,41.3,44.8,42.8,,,
6823,GR4,2018-04-15 07:00:00,37.3,38.9,31.4,,,
6824,MY7,2018-04-15 07:00:00,41.2,48.3,,,,
6825,HV1,2018-04-15 07:00:00,25.5,26.1,32.7,,,
6826,GN3,2018-04-15 07:00:00,39.6,42.2,39.0,,,
6827,GR9,2018-04-15 07:00:00,38.6,44.9,47.1,,,
6828,LW2,2018-04-15 07:00:00,38.6,39.3,48.0,,,
6829,GN0,2018-04-15 07:00:00,38.5,35.8,44.8,,,
6830,KF1,2018-04-15 07:00:00,,,,,,
6831,CD9,2018-04-15 07:00:00,,,67.4,,,
6832,CT3,2018-04-15 07:00:00,,,,,,
6833,CT2,2018-04-15 07:00:00,46.0,,,,,
6834,BX9,2018-04-15 07:00:00,35.3,,,,,
6835,BX1,2018-04-15 07:00:00,,,39.7,,,
6836,TH4,2018-04-15 07:00:00,,,,,,
6837,ST5,2018-04-15 07:00:00,23.0,26.0,,,,
6838,RB7,2018-04-15 07:00:00,42.0,42.8,29.2,,,
6839,TD5,2018-04-15 07:00:00,27.1,,,,,
6840,CD1,2018-04-15 08:00:00,43.7,48.0,48.6,,,
6841,BL0,2018-04-15 08:00:00,,35.9,39.0,,,
6842,GR4,2018-04-15 08:00:00,22.9,36.0,19.0,,,
6843,MY7,2018-04-15 08:00:00,34.3,42.2,,,,
6844,HV1,2018-04-15 08:00:00,27.3,28.3,24.7,,,
6845,GN3,2018-04-15 08:00:00,36.6,40.6,33.2,,,
6846,GR9,2018-04-15 08:00:00,25.6,29.9,29.2,,,
6847,LW2,2018-04-15 08:00:00,26.3,29.2,32.5,,,
6848,GN0,2018-04-15 08:00:00,43.6,30.9,45.2,,,
6849,KF1,2018-04-15 08:00:00,,,,,,
6850,CD9,2018-04-15 08:00:00,39.2,46.6,73.6,,,
6851,CT3,2018-04-15 08:00:00,,,,,,
6852,CT2,2018-04-15 08:00:00,33.0,,,,,
6853,BX9,2018-04-15 08:00:00,37.8,,,,,
6854,BX1,2018-04-15 08:00:00,,,27.8,,,
6855,TH4,2018-04-15 08:00:00,,,,,,
6856,ST5,2018-04-15 08:00:00,22.0,22.0,,,,
6857,RB7,2018-04-15 08:00:00,40.0,35.0,27.9,,,
6858,TD5,2018-04-15 08:00:00,21.5,,,,,
6859,CD1,2018-04-15 09:00:00,28.6,30.3,36.2,,,
6860,BL0,2018-04-15 09:00:00,,24.3,28.7,,,
6861,GR4,2018-04-15 09:00:00,16.2,21.2,12.9,,,
6862,MY7,2018-04-15 09:00:00,23.0,32.8,,,,
6863,HV1,2018-04-15 09:00:00,23.9,25.0,25.8,,,
6864,GN3,2018-04-15 09:00:00,32.3,34.3,33.2,,,
6865,GR9,2018-04-15 09:00:00,18.7,24.6,26.6,,,
6866,LW2,2018-04-15 09:00:00,20.2,23.2,,,,
6867,GN0,2018-04-15 09:00:00,36.8,29.9,36.4,,,
6868,KF1,2018-04-15 09:00:00,,,,,,
6869,CD9,2018-04-15 09:00:00,,,90.7,,,
6870,CT3,2018-04-15 09:00:00,,,,,,
6871,CT2,2018-04-15 09:00:00,19.0,,,,,
6872,BX9,2018-04-15 09:00:00,31.2,,,,,
6873,BX1,2018-04-15 09:00:00,,,25.1,,,
6874,TH4,2018-04-15 09:00:00,,,,,,
6875,ST5,2018-04-15 09:00:00,20.0,22.0,,,,
6876,RB7,2018-04-15 09:00:00,35.0,33.4,24.1,,,
6877,TD5,2018-04-15 09:00:00,22.2,,,,,
6878,CD1,2018-04-15 10:00:00,20.6,22.8,28.2,,,
6879,BL0,2018-04-15 10:00:00,15.0,19.4,18.7,,,
6880,GR4,2018-04-15 10:00:00,12.8,19.4,9.9,,,
6881,MY7,2018-04-15 10:00:00,23.5,31.9,,,,
6882,HV1,2018-04-15 10:00:00,26.2,28.4,26.8,,,
6883,GN3,2018-04-15 10:00:00,14.7,18.4,12.6,,,
6884,GR9,2018-04-15 10:00:00,12.3,16.5,20.9,,,
6885,LW2,2018-04-15 10:00:00,,,,,,
6886,GN0,2018-04-15 10:00:00,9.7,11.1,15.5,,,
6887,KF1,2018-04-15 10:00:00,,,,,,
6888,CD9,2018-04-15 10:00:00,16.9,25.7,90.7,,,
6889,CT3,2018-04-15 10:00:00,,,,,,
6890,CT2,2018-04-15 10:00:00,22.0,,,,,
6891,BX9,2018-04-15 10:00:00,14.8,,,,,
6892,BX1,2018-04-15 10:00:00,,,8.0,,,
6893,TH4,2018-04-15 10:00:00,,,,,,
6894,ST5,2018-04-15 10:00:00,17.0,23.0,,,,
6895,RB7,2018-04-15 10:00:00,33.0,26.8,27.4,,,
6896,TD5,2018-04-15 10:00:00,20.0,,,,,
6897,CD1,2018-04-15 10:00:00,20.6,22.8,28.2,,,
6898,BL0,2018-04-15 10:00:00,15.0,19.4,18.7,,,
6899,GR4,2018-04-15 10:00:00,12.8,19.4,9.9,,,
6900,MY7,2018-04-15 10:00:00,23.5,31.9,,,,
6901,HV1,2018-04-15 10:00:00,26.2,28.4,26.8,,,
6902,GN3,2018-04-15 10:00:00,14.7,18.4,12.6,,,
6903,GR9,2018-04-15 10:00:00,12.3,16.5,20.9,,,
6904,LW2,2018-04-15 10:00:00,,,,,,
6905,GN0,2018-04-15 10:00:00,9.7,11.1,15.5,,,
6906,KF1,2018-04-15 10:00:00,,,,,,
6907,CD9,2018-04-15 10:00:00,16.9,25.7,90.7,,,
6908,CT3,2018-04-15 10:00:00,,,,,,
6909,CT2,2018-04-15 10:00:00,22.0,,,,,
6910,BX9,2018-04-15 10:00:00,14.8,,,,,
6911,BX1,2018-04-15 10:00:00,,,8.0,,,
6912,TH4,2018-04-15 10:00:00,,,,,,
6913,ST5,2018-04-15 10:00:00,17.0,23.0,,,,
6914,RB7,2018-04-15 10:00:00,33.0,26.8,27.4,,,
6915,TD5,2018-04-15 10:00:00,20.0,,,,,
6916,CD1,2018-04-15 12:00:00,16.0,20.3,35.7,,,
6917,BL0,2018-04-15 12:00:00,,13.8,24.3,,,
6918,GR4,2018-04-15 12:00:00,9.3,11.7,10.1,,,
6919,MY7,2018-04-15 12:00:00,18.5,23.2,,,,
6920,HV1,2018-04-15 12:00:00,13.1,18.6,34.0,,,
6921,GN3,2018-04-15 12:00:00,14.4,18.1,17.4,,,
6922,GR9,2018-04-15 12:00:00,11.1,17.8,27.9,,,
6923,LW2,2018-04-15 12:00:00,,,,,,
6924,GN0,2018-04-15 12:00:00,6.3,7.2,16.2,,,
6925,KF1,2018-04-15 12:00:00,,,,,,
6926,CD9,2018-04-15 12:00:00,14.8,24.5,99.5,,,
6927,CT3,2018-04-15 12:00:00,,,,,,
6928,CT2,2018-04-15 12:00:00,19.0,,,,,
6929,BX9,2018-04-15 12:00:00,11.6,,,,,
6930,BX1,2018-04-15 12:00:00,,,10.9,,,
6931,TH4,2018-04-15 12:00:00,,,,,,
6932,ST5,2018-04-15 12:00:00,,22.0,,,,
6933,RB7,2018-04-15 12:00:00,14.0,10.4,13.7,,,
6934,TD5,2018-04-15 12:00:00,13.2,,,,,
6935,CD1,2018-04-15 13:00:00,15.7,17.0,32.5,,,
6936,BL0,2018-04-15 13:00:00,,15.5,24.3,,,
6937,GR4,2018-04-15 13:00:00,10.3,11.7,9.7,,,
6938,MY7,2018-04-15 13:00:00,17.1,25.9,,,,
6939,HV1,2018-04-15 13:00:00,17.6,22.3,22.6,,,
6940,GN3,2018-04-15 13:00:00,12.0,13.7,13.7,,,
6941,GR9,2018-04-15 13:00:00,9.7,14.6,19.5,,,
6942,LW2,2018-04-15 13:00:00,,,,,,
6943,GN0,2018-04-15 13:00:00,9.2,8.7,13.9,,,
6944,KF1,2018-04-15 13:00:00,,,,,,
6945,CD9,2018-04-15 13:00:00,,,100.7,,,
6946,CT3,2018-04-15 13:00:00,,,,,,
6947,CT2,2018-04-15 13:00:00,15.0,,,,,
6948,BX9,2018-04-15 13:00:00,11.7,,,,,
6949,BX1,2018-04-15 13:00:00,,,9.4,,,
6950,TH4,2018-04-15 13:00:00,,,,,,
6951,ST5,2018-04-15 13:00:00,,19.0,,,,
6952,RB7,2018-04-15 13:00:00,16.0,9.4,14.1,,,
6953,TD5,2018-04-15 13:00:00,9.8,,,,,
6954,CD1,2018-04-15 14:00:00,11.9,14.6,34.5,,,
6955,BL0,2018-04-15 14:00:00,6.2,11.5,23.3,,,
6956,GR4,2018-04-15 14:00:00,6.0,10.3,6.7,,,
6957,MY7,2018-04-15 14:00:00,11.3,20.9,,,,
6958,HV1,2018-04-15 14:00:00,3.6,6.2,17.8,,,
6959,GN3,2018-04-15 14:00:00,7.3,12.0,13.7,,,
6960,GR9,2018-04-15 14:00:00,7.5,15.0,15.8,,,
6961,LW2,2018-04-15 14:00:00,,,,,,
6962,GN0,2018-04-15 14:00:00,7.1,5.4,12.0,,,
6963,KF1,2018-04-15 14:00:00,,,,,,
6964,CD9,2018-04-15 14:00:00,24.8,31.6,102.6,,,
6965,CT3,2018-04-15 14:00:00,,,,,,
6966,CT2,2018-04-15 14:00:00,17.0,,,,,
6967,BX9,2018-04-15 14:00:00,7.5,,,,,
6968,BX1,2018-04-15 14:00:00,,,7.0,,,
6969,TH4,2018-04-15 14:00:00,,,,,,
6970,ST5,2018-04-15 14:00:00,9.0,20.0,,,,
6971,RB7,2018-04-15 14:00:00,13.0,11.8,13.9,,,
6972,TD5,2018-04-15 14:00:00,6.9,,,,,
6973,CD1,2018-04-15 15:00:00,8.0,11.1,32.4,,,
6974,BL0,2018-04-15 15:00:00,4.6,7.3,22.8,,,
6975,GR4,2018-04-15 15:00:00,3.7,4.7,8.1,,,
6976,MY7,2018-04-15 15:00:00,6.4,17.5,,,,
6977,HV1,2018-04-15 15:00:00,3.1,9.3,22.3,,,
6978,GN3,2018-04-15 15:00:00,5.3,8.2,13.1,,,
6979,GR9,2018-04-15 15:00:00,4.4,10.6,13.6,,,
6980,LW2,2018-04-15 15:00:00,,,,,,
6981,GN0,2018-04-15 15:00:00,4.5,6.2,11.5,,,
6982,KF1,2018-04-15 15:00:00,,,,,,
6983,CD9,2018-04-15 15:00:00,,,97.0,,,
6984,CT3,2018-04-15 15:00:00,,,,,,
6985,CT2,2018-04-15 15:00:00,12.0,,,,,
6986,BX9,2018-04-15 15:00:00,5.0,,,,,
6987,BX1,2018-04-15 15:00:00,,,6.8,,,
6988,TH4,2018-04-15 15:00:00,,,,,,
6989,ST5,2018-04-15 15:00:00,7.0,13.0,,,,
6990,RB7,2018-04-15 15:00:00,10.0,14.4,13.4,,,
6991,TD5,2018-04-15 15:00:00,5.1,,,,,
6992,CD1,2018-04-15 16:00:00,9.1,10.7,37.3,,,
6993,BL0,2018-04-15 16:00:00,4.7,6.8,22.2,,,
6994,GR4,2018-04-15 16:00:00,6.2,1.4,9.1,,,
6995,MY7,2018-04-15 16:00:00,9.0,18.6,,,,
6996,HV1,2018-04-15 16:00:00,6.4,10.2,25.5,,,
6997,GN3,2018-04-15 16:00:00,6.3,6.3,14.2,,,
6998,GR9,2018-04-15 16:00:00,2.9,8.6,19.1,,,
6999,LW2,2018-04-15 16:00:00,,,,,,
7000,GN0,2018-04-15 16:00:00,4.7,3.2,13.8,,,
7001,KF1,2018-04-15 16:00:00,,,,,,
7002,CD9,2018-04-15 16:00:00,12.2,15.8,103.4,,,
7003,CT3,2018-04-15 16:00:00,,,,,,
7004,CT2,2018-04-15 16:00:00,7.0,,,,,
7005,BX9,2018-04-15 16:00:00,6.7,,,,,
7006,BX1,2018-04-15 16:00:00,,,11.4,,,
7007,TH4,2018-04-15 16:00:00,,,,,,
7008,ST5,2018-04-15 16:00:00,7.0,13.0,,,,
7009,RB7,2018-04-15 16:00:00,8.0,8.2,14.3,,,
7010,TD5,2018-04-15 16:00:00,4.6,,,,,
7011,CD1,2018-04-15 17:00:00,10.1,11.8,31.8,,,
7012,BL0,2018-04-15 17:00:00,6.9,10.3,22.8,,,
7013,GR4,2018-04-15 17:00:00,7.1,7.7,12.0,,,
7014,MY7,2018-04-15 17:00:00,13.9,23.3,,,,
7015,HV1,2018-04-15 17:00:00,7.5,9.8,26.5,,,
7016,GN3,2018-04-15 17:00:00,9.1,11.1,19.5,,,
7017,GR9,2018-04-15 17:00:00,7.4,13.6,22.7,,,
7018,LW2,2018-04-15 17:00:00,,,,,,
7019,GN0,2018-04-15 17:00:00,14.7,7.7,17.8,,,
7020,KF1,2018-04-15 17:00:00,,,,,,
7021,CD9,2018-04-15 17:00:00,,,98.3,,,
7022,CT3,2018-04-15 17:00:00,,,,,,
7023,CT2,2018-04-15 17:00:00,7.0,,,,,
7024,BX9,2018-04-15 17:00:00,11.3,,,,,
7025,BX1,2018-04-15 17:00:00,,,14.5,,,
7026,TH4,2018-04-15 17:00:00,,,,,,
7027,ST5,2018-04-15 17:00:00,,16.0,,,,
7028,RB7,2018-04-15 17:00:00,10.0,17.2,17.4,,,
7029,TD5,2018-04-15 17:00:00,8.2,,,,,
7030,CD1,2018-04-15 18:00:00,11.1,17.0,34.0,,,
7031,BL0,2018-04-15 18:00:00,6.2,10.5,25.6,,,
7032,GR4,2018-04-15 18:00:00,7.6,12.2,12.8,,,
7033,MY7,2018-04-15 18:00:00,17.6,25.9,,,,
7034,HV1,2018-04-15 18:00:00,11.3,16.0,34.3,,,
7035,GN3,2018-04-15 18:00:00,9.4,12.7,22.1,,,
7036,GR9,2018-04-15 18:00:00,9.9,16.4,26.8,,,
7037,LW2,2018-04-15 18:00:00,,,,,,
7038,GN0,2018-04-15 18:00:00,19.1,11.9,20.5,,,
7039,KF1,2018-04-15 18:00:00,,,,,,
7040,CD9,2018-04-15 18:00:00,10.9,24.7,92.1,,,
7041,CT3,2018-04-15 18:00:00,,,,,,
7042,CT2,2018-04-15 18:00:00,15.0,,,,,
7043,BX9,2018-04-15 18:00:00,11.4,,,,,
7044,BX1,2018-04-15 18:00:00,,,19.3,,,
7045,TH4,2018-04-15 18:00:00,,,,,,
7046,ST5,2018-04-15 18:00:00,12.0,18.0,,,,
7047,RB7,2018-04-15 18:00:00,16.0,19.4,27.1,,,
7048,TD5,2018-04-15 18:00:00,9.5,,,,,
7049,CD1,2018-04-15 19:00:00,12.7,18.4,27.8,,,
7050,BL0,2018-04-15 19:00:00,,15.0,25.2,,,
7051,GR4,2018-04-15 19:00:00,7.1,11.9,13.3,,,
7052,MY7,2018-04-15 19:00:00,15.7,29.0,,,,
7053,HV1,2018-04-15 19:00:00,12.8,20.0,45.4,,,
7054,GN3,2018-04-15 19:00:00,8.6,14.3,23.2,,,
7055,GR9,2018-04-15 19:00:00,8.9,18.5,40.6,,,
7056,LW2,2018-04-15 19:00:00,,,,,,
7057,GN0,2018-04-15 19:00:00,11.1,11.9,23.4,,,
7058,KF1,2018-04-15 19:00:00,,,,,,
7059,CD9,2018-04-15 19:00:00,,,81.2,,,
7060,CT3,2018-04-15 19:00:00,,,,,,
7061,CT2,2018-04-15 19:00:00,11.0,,,,,
7062,BX9,2018-04-15 19:00:00,10.3,,,,,
7063,BX1,2018-04-15 19:00:00,,,17.1,,,
7064,TH4,2018-04-15 19:00:00,,,,,,
7065,ST5,2018-04-15 19:00:00,14.0,20.0,,,,
7066,RB7,2018-04-15 19:00:00,15.0,15.6,25.0,,,
7067,TD5,2018-04-15 19:00:00,8.6,,,,,
7068,CD1,2018-04-15 20:00:00,12.6,18.6,27.4,,,
7069,BL0,2018-04-15 20:00:00,,15.1,26.6,,,
7070,GR4,2018-04-15 20:00:00,6.8,10.9,12.4,,,
7071,MY7,2018-04-15 20:00:00,14.5,29.0,,,,
7072,HV1,2018-04-15 20:00:00,7.7,14.1,41.6,,,
7073,GN3,2018-04-15 20:00:00,7.7,16.7,21.1,,,
7074,GR9,2018-04-15 20:00:00,7.4,17.8,26.8,,,
7075,LW2,2018-04-15 20:00:00,,,,,,
7076,GN0,2018-04-15 20:00:00,11.7,12.1,20.6,,,
7077,KF1,2018-04-15 20:00:00,,,,,,
7078,CD9,2018-04-15 20:00:00,11.9,22.7,75.4,,,
7079,CT3,2018-04-15 20:00:00,,,,,,
7080,CT2,2018-04-15 20:00:00,14.0,,,,,
7081,BX9,2018-04-15 20:00:00,9.7,,,,,
7082,BX1,2018-04-15 20:00:00,,,13.9,,,
7083,TH4,2018-04-15 20:00:00,,,,,,
7084,ST5,2018-04-15 20:00:00,14.0,20.0,,,,
7085,RB7,2018-04-15 20:00:00,15.0,18.6,23.8,,,
7086,TD5,2018-04-15 20:00:00,8.2,,,,,
7087,CD1,2018-04-15 21:00:00,10.7,18.6,21.2,,,
7088,BL0,2018-04-15 21:00:00,,18.2,24.9,,,
7089,GR4,2018-04-15 21:00:00,7.2,13.5,10.2,,,
7090,MY7,2018-04-15 21:00:00,12.2,27.5,,,,
7091,HV1,2018-04-15 21:00:00,11.1,19.5,28.5,,,
7092,GN3,2018-04-15 21:00:00,8.8,18.2,16.4,,,
7093,GR9,2018-04-15 21:00:00,6.4,17.1,22.8,,,
7094,LW2,2018-04-15 21:00:00,,,,,,
7095,GN0,2018-04-15 21:00:00,9.0,13.9,17.9,,,
7096,KF1,2018-04-15 21:00:00,,,,,,
7097,CD9,2018-04-15 21:00:00,,,68.3,,,
7098,CT3,2018-04-15 21:00:00,,,,,,
7099,CT2,2018-04-15 21:00:00,13.0,,,,,
7100,BX9,2018-04-15 21:00:00,9.5,,,,,
7101,BX1,2018-04-15 21:00:00,,,9.3,,,
7102,TH4,2018-04-15 21:00:00,,,,,,
7103,ST5,2018-04-15 21:00:00,11.0,25.0,,,,
7104,RB7,2018-04-15 21:00:00,13.0,25.8,21.3,,,
7105,TD5,2018-04-15 21:00:00,9.1,,,,,
7106,CD1,2018-04-15 22:00:00,9.4,20.1,19.3,,,
7107,BL0,2018-04-15 22:00:00,,,,,,
7108,GR4,2018-04-15 22:00:00,6.3,17.1,9.5,,,
7109,MY7,2018-04-15 22:00:00,9.4,27.4,,,,
7110,HV1,2018-04-15 22:00:00,7.8,17.0,19.2,,,
7111,GN3,2018-04-15 22:00:00,7.3,17.4,11.1,,,
7112,GR9,2018-04-15 22:00:00,8.1,20.7,15.5,,,
7113,LW2,2018-04-15 22:00:00,,,,,,
7114,GN0,2018-04-15 22:00:00,12.3,15.2,14.4,,,
7115,KF1,2018-04-15 22:00:00,,,,,,
7116,CD9,2018-04-15 22:00:00,10.1,20.5,58.9,,,
7117,CT3,2018-04-15 22:00:00,,,,,,
7118,CT2,2018-04-15 22:00:00,13.0,,,,,
7119,BX9,2018-04-15 22:00:00,9.4,,,,,
7120,BX1,2018-04-15 22:00:00,,,8.1,,,
7121,TH4,2018-04-15 22:00:00,,,,,,
7122,ST5,2018-04-15 22:00:00,10.0,23.0,,,,
7123,RB7,2018-04-15 22:00:00,15.0,26.2,17.8,,,
7124,TD5,2018-04-15 22:00:00,7.8,,,,,
7125,CD1,2018-04-15 23:00:00,9.3,18.1,12.4,,,
7126,BL0,2018-04-15 23:00:00,,18.3,17.8,,,
7127,GR4,2018-04-15 23:00:00,5.9,17.7,8.8,,,
7128,MY7,2018-04-15 23:00:00,8.3,24.8,,,,
7129,HV1,2018-04-15 23:00:00,9.6,18.8,11.5,,,
7130,GN3,2018-04-15 23:00:00,8.6,18.3,8.4,,,
7131,GR9,2018-04-15 23:00:00,4.3,17.5,14.9,,,
7132,LW2,2018-04-15 23:00:00,,,,,,
7133,GN0,2018-04-15 23:00:00,11.6,16.6,13.2,,,
7134,KF1,2018-04-15 23:00:00,,,,,,
7135,CD9,2018-04-15 23:00:00,,,61.2,,,
7136,CT3,2018-04-15 23:00:00,,,,,,
7137,CT2,2018-04-15 23:00:00,13.0,,,,,
7138,BX9,2018-04-15 23:00:00,7.7,,,,,
7139,BX1,2018-04-15 23:00:00,,,7.9,,,
7140,TH4,2018-04-15 23:00:00,,,,,,
7141,ST5,2018-04-15 23:00:00,11.0,26.0,,,,
7142,RB7,2018-04-15 23:00:00,13.0,26.0,15.4,,,
7143,TD5,2018-04-15 23:00:00,7.4,,,,,
7144,CD1,2018-04-16 00:00:00,8.5,15.0,5.1,,,
7145,BL0,2018-04-16 00:00:00,,,,,,
7146,GR4,2018-04-16 00:00:00,7.3,19.9,8.6,,,
